iter	Passed	Remaining
461	769	896
462	771	894
463	771	891
464	772	889
465	773	886
466	774	883
467	775	881
468	776	879
469	777	876
470	778	874
471	779	872
472	780	869
473	781	867
474	782	864
475	782	861
476	783	858
477	784	856
478	784	853
479	785	850
480	785	847
481	786	845
482	787	842
483	788	840
484	789	837
485	789	835
486	790	832
487	790	829
488	791	827
489	792	824
490	793	822
491	795	821
492	796	819
493	797	816
494	798	814
495	799	812
496	799	809
497	800	807
498	801	804
499	802	802
500	802	799
501	803	797
502	804	794
503	804	791
504	805	789
505	805	786
506	806	784
507	808	782
508	809	781
509	811	779
510	811	776
511	813	774
512	814	773
513	815	770
514	815	768
515	816	766
516	817	763
517	818	761
518	819	759
519	820	757
520	821	754
521	822	752
522	824	751
523	825	749
524	826	748
525	827	745
526	828	743
527	828	741
528	829	738
529	830	736
530	830	733
531	831	731
532	832	729
533	833	727
534	834	725
535	835	723
536	835	720
537	836	718
538	837	715
539	837	713
540	840	713
541	842	711
542	843	709
543	843	707
544	844	705
545	845	703
546	846	701
547	847	699
548	848	696
549	848	694
550	849	692
551	850	690
552	851	688
553	852	686
554	853	684
555	854	682
556	855	680
557	857	678
558	858	676
559	858	674
560	859	672
561	860	670
562	860	668
563	861	665
564	862	663
565	862	661
566	864	659
567	864	657
568	865	655
569	866	653
570	866	651
571	867	649
572	868	646
573	869	645
574	871	644
575	872	642
576	873	640
577	873	638
578	874	635
579	875	634
580	876	632
581	877	630
582	878	628
583	879	626
584	879	624
585	880	621
586	880	619
587	881	617
588	882	615
589	883	614
590	885	612
591	886	611
592	887	609
593	888	607
594	889	605
595	890	603
596	891	601
597	891	599
598	892	597
599	893	595
600	894	593
601	895	591
602	895	589
603	896	587
604	897	585
605	897	583
606	898	581
607	899	580
608	902	579
609	903	577
610	904	575
611	905	573
612	905	571
613	907	570
614	907	568
615	908	566
616	909	564
617	909	562
618	910	560
619	910	558
620	911	556
621	912	554
622	915	554
623	917	552
624	919	551
625	920	549
626	921	548
627	921	546
628	922	544
629	923	542
630	923	540
631	925	538
632	926	537
633	927	535
634	927	533
635	928	531
636	929	529
637	931	528
638	933	527
639	934	525
640	934	523
641	935	521
642	936	519
643	936	517
644	938	516
645	939	514
646	940	512
647	940	511
648	941	509
649	942	507
650	942	505
651	943	503
652	944	501
653	946	500
654	947	499
655	948	497
656	949	495
657	950	493
658	950	491
659	951	490
660	952	488
661	952	486
662	953	484
663	954	482
664	954	480
665	955	479
666	955	477
667	956	475
668	957	473
669	957	471
670	958	469
671	959	468
672	960	466
673	961	464
674	962	463
675	963	461
676	964	460
677	965	458
678	965	456
679	966	454
680	967	453
681	967	451
682	968	449
683	968	447
684	969	445
685	970	444
686	970	442
687	971	440
688	972	438
689	972	436
690	973	435
691	974	433
692	974	431
693	976	430
694	977	429
695	978	427
696	979	425
697	980	424
698	980	422
699	981	420
700	982	419
701	983	417
702	983	415
703	984	413
704	985	412
705	985	410
706	986	408
707	986	407
708	987	405
709	988	403
710	989	402
711	992	401
712	993	400
713	995	398
714	996	397
715	997	395
716	997	393
717	998	392
718	999	390
719	999	388
720	1000	387
721	1000	385
722	1001	383
723	1002	382
724	1002	380
725	1003	378
726	1004	377
727	1004	375
728	1005	373
729	1007	372
730	1008	371
731	1009	369
732	1009	367
733	1010	366
734	1011	364
735	1012	363
736	1012	361
737	1013	359
738	1013	358
739	1014	356
740	1015	354
741	1015	353
742	1016	351
743	1017	349
744	1017	348
745	1018	346
746	1019	345
747	1019	343
748	1020	341
749	1022	340
750	1023	339
751	1024	337
752	1024	336
753	1025	334
754	1026	333
755	1026	331
756	1027	329
757	1028	328
758	1028	326
759	1029	325
760	1030	323
761	1030	321
762	1031	320
763	1031	318
764	1032	317
765	1033	315
766	1034	314
767	1034	312
768	1035	311
769	1036	309
770	1037	308
771	1038	306
772	1039	305
773	1039	303
774	1040	302
775	1041	300
776	1042	299
777	1042	297
778	1043	296
779	1044	294
780	1044	292
781	1045	291
782	1045	289
783	1046	288
784	1047	286
785	1047	285
786	1048	283
787	1049	282
788	1049	280
789	1050	279
790	1051	277
791	1053	276
792	1053	275
793	1054	273
794	1055	272
795	1055	270
796	1056	269
797	1057	267
798	1057	266
799	1058	264
800	1059	263
801	1059	261
802	1060	260
803	1061	258
804	1061	257
805	1062	255
806	1062	254
807	1063	252
808	1064	251
809	1065	249
810	1065	248
811	1066	246
812	1067	245
813	1068	244
814	1069	242
815	1070	241
816	1071	239
817	1071	238
818	1072	237
819	1073	235
820	1073	234
821	1074	232
822	1075	231
823	1075	229
824	1076	228
825	1077	226
826	1077	225
827	1078	224
828	1079	222
829	1080	221
830	1080	219
831	1081	218
832	1083	217
833	1084	215
834	1085	214
835	1086	213
836	1086	211
837	1087	210
838	1088	208
839	1088	207
840	1089	205
841	1090	204
842	1090	203
843	1091	201
844	1091	200
845	1092	198
846	1093	197
847	1094	196
848	1094	194
849	1095	193
850	1096	191
851	1096	190
852	1098	189
853	1099	187
854	1100	186
855	1101	185
856	1102	183
857	1103	182
858	1103	181
859	1104	179
860	1105	178
861	1105	177
862	1106	175
863	1106	174
864	1107	172
865	1108	171
866	1109	170
867	1109	168
868	1110	167
869	1111	166
870	1111	164
871	1112	163
872	1114	162
873	1115	160
874	1116	159
875	1116	158
876	1117	156
877	1118	155
878	1118	154
879	1119	152
880	1119	151
881	1120	149
882	1121	148
883	1121	147
884	1122	145
885	1123	144
886	1123	143
887	1124	141
888	1125	140
889	1125	139
890	1126	137
891	1126	136
892	1128	135
893	1129	133
894	1130	132
895	1130	131
896	1131	129
897	1132	128
898	1133	127
899	1133	125
900	1134	124
901	1134	123
902	1135	121
903	1136	120
904	1136	119
905	1137	118
906	1138	116
907	1139	115
908	1139	114
909	1140	112
910	1141	111
911	1141	110
912	1142	108
913	1143	107
914	1144	106
915	1145	105
916	1146	103
917	1146	102
918	1147	101
919	1147	99
920	1148	98
921	1149	97
922	1149	95
923	1150	94
924	1151	93
925	1151	92
926	1152	90
927	1153	89
928	1153	88
929	1154	86
930	1155	85
931	1155	84
932	1156	83
933	1156	81
934	1157	80
935	1159	79
936	1160	77
937	1160	76
938	1161	75
939	1162	74
940	1162	72
941	1163	71
942	1164	70
943	1164	69
944	1165	67
945	1166	66
946	1166	65
947	1167	64
948	1168	62
949	1169	61
950	1169	60
951	1170	59
952	1171	57
953	1171	56
954	1172	55
955	1174	54
956	1175	52
957	1176	51
958	1177	50
959	1177	49
960	1178	47
961	1179	46
962	1179	45
963	1180	44
964	1181	42
965	1181	41
966	1182	40
967	1182	39
968	1183	37
969	1184	36
970	1185	35
971	1185	34
972	1186	32
973	1186	31
974	1187	30
975	1188	29
976	1190	28
977	1191	26
978	1192	25
979	1193	24
980	1193	23
981	1194	21
982	1195	20
983	1195	19
984	1196	18
985	1197	16
986	1197	15
987	1198	14
988	1199	13
989	1199	12
990	1200	10
991	1201	9
992	1201	8
993	1202	7
994	1202	6
995	1204	4
996	1206	3
997	1206	2
998	1207	1
999	1208	0
